Chr	Start	End	Target	Score
chr1	202856801	202858801	ENST00000418244	0.916
chr1	202856801	202858801	ENST00000453539	0.781
chr1	202894801	202896801	ENST00000418244	0.835
chr1	202894801	202896801	ENST00000414800	0.703
chr1	202894801	202896801	ENST00000395540	0.719
chr1	202925601	202927601	ENST00000394213	0.815
chr1	202925601	202927601	ENST00000539462	0.875
chr1	202925601	202927601	ENST00000375661	0.885
chr1	202934801	202936801	ENST00000394213	0.667
chr1	202934801	202936801	ENST00000526721	0.778
chr1	202934801	202936801	ENST00000533800	0.713
chr1	202994601	202996601	ENST00000372775	0.813
chr1	202994601	202996601	ENST00000400532	0.746
chr1	202994601	202996601	ENST00000504956	0.812
chr1	203242401	203244401	ENST00000491160	0.774
chr1	203242401	203244401	ENST00000541239	0.658
chr1	203242401	203244401	ENST00000412669	0.66
chr1	203246801	203248801	ENST00000450708	0.997
chr1	203246801	203248801	ENST00000453539	0.885
chr1	203246801	203248801	ENST00000380770	0.823
chr1	203246801	203248801	ENST00000437307	0.823
chr1	203251001	203253001	ENST00000399869	0.813
chr1	203251001	203253001	ENST00000491160	0.927
chr1	203251001	203253001	ENST00000541239	0.702
chr1	203255801	203257801	ENST00000491160	0.682
chr1	203255801	203257801	ENST00000438585	0.834
chr1	203255801	203257801	ENST00000412669	0.776
chr1	203258001	203260001	ENST00000491160	0.863
chr1	203258001	203260001	ENST00000453539	0.913
chr1	203258001	203260001	ENST00000370655	0.838
chr1	203269001	203271001	ENST00000524664	0.874
chr1	203269001	203271001	ENST00000453539	0.98
chr1	203269001	203271001	ENST00000380770	0.954
chr1	203276801	203278801	ENST00000453539	0.922
chr1	203276801	203278801	ENST00000438585	0.945
chr1	203276801	203278801	ENST00000432455	0.898
chr1	203280001	203282001	ENST00000514060	0.894
chr1	203280001	203282001	ENST00000491160	0.913
chr1	203280001	203282001	ENST00000453539	0.973
chr1	203289201	203291201	ENST00000372775	0.835
chr1	203289201	203291201	ENST00000491160	0.803
chr1	203289201	203291201	ENST00000453539	0.859
chr1	203294801	203296801	ENST00000368787	0.876
chr1	203294801	203296801	ENST00000438585	0.985
chr1	203294801	203296801	ENST00000437307	0.881
chr1	203349601	203351601	ENST00000398707	0.881
chr1	203349601	203351601	ENST00000453539	0.868
chr1	203349601	203351601	ENST00000438585	0.831
chr1	203396801	203398801	ENST00000410096	0.699
chr1	203396801	203398801	ENST00000401779	0.746
chr1	203396801	203398801	ENST00000503589	0.669
chr1	203618001	203620001	ENST00000401779	0.791
chr1	203618001	203620001	ENST00000503589	0.916
chr1	203618001	203620001	ENST00000370655	0.899
chr1	203621201	203623201	ENST00000503589	0.981
chr1	203621201	203623201	ENST00000398056	0.879
chr1	203621201	203623201	ENST00000370655	0.982
chr1	203712201	203714201	ENST00000432455	0.768
chr1	203712201	203714201	ENST00000533473	0.768
chr1	203712201	203714201	ENST00000460745	0.764
chr1	203722401	203724401	ENST00000370655	0.896
chr1	203722401	203724401	ENST00000416774	0.718
chr1	203722401	203724401	ENST00000460745	0.792
chr1	203733801	203735801	ENST00000432455	0.993
chr1	203733801	203735801	ENST00000460745	0.927
chr1	203733801	203735801	ENST00000384825	0.779
chr1	203830601	203832601	ENST00000439954	0.687
chr1	203830601	203832601	ENST00000502722	0.774
chr1	203830601	203832601	ENST00000374612	0.729
chr1	204378801	204380801	ENST00000425045	0.696
chr1	204378801	204380801	ENST00000527804	0.631
chr1	204378801	204380801	ENST00000449232	0.576
chr1	204421401	204423401	ENST00000527804	0.779
chr1	204421401	204423401	ENST00000518806	0.739
chr1	204421401	204423401	ENST00000449232	0.801
chr1	204430001	204432001	ENST00000537003	0.823
chr1	204430001	204432001	ENST00000527495	0.759
chr1	204430001	204432001	ENST00000530599	0.654
chr1	204434001	204436001	ENST00000319555	0.656
chr1	204434001	204436001	ENST00000384825	0.67
chr1	204434001	204436001	ENST00000392188	0.687
chr1	204450001	204452001	ENST00000471616	0.667
chr1	204450001	204452001	ENST00000518806	0.722
chr1	204450001	204452001	ENST00000392188	0.594
chr1	204462201	204464201	ENST00000527804	0.863
chr1	204462201	204464201	ENST00000518806	0.953
chr1	204462201	204464201	ENST00000449232	0.993
chr1	204475801	204477801	ENST00000527495	0.853
chr1	204475801	204477801	ENST00000449232	0.92
chr1	204475801	204477801	ENST00000375500	0.894
chr1	204481401	204483401	ENST00000384825	0.878
chr1	204481401	204483401	ENST00000375500	0.97
chr1	204481401	204483401	ENST00000265028	0.913
chr1	204485201	204487201	ENST00000527804	0.812
chr1	204485201	204487201	ENST00000518806	0.924
chr1	204485201	204487201	ENST00000449232	0.87
chr1	204489601	204491601	ENST00000412704	0.929
chr1	204489601	204491601	ENST00000375500	0.966
chr1	204489601	204491601	ENST00000530599	0.947
chr1	204492801	204494801	ENST00000432455	0.82
chr1	204492801	204494801	ENST00000460745	0.864
chr1	204492801	204494801	ENST00000384825	0.878
chr1	204499201	204501201	ENST00000432455	0.924
chr1	204499201	204501201	ENST00000460745	0.97
chr1	204499201	204501201	ENST00000375500	0.92
chr1	204512801	204514801	ENST00000370655	0.877
chr1	204512801	204514801	ENST00000412704	0.831
chr1	204512801	204514801	ENST00000375500	0.926
chr1	204533601	204535601	ENST00000460745	0.818
chr1	204533601	204535601	ENST00000465249	0.847
chr1	204533601	204535601	ENST00000490421	0.789
chr1	204547201	204549201	ENST00000460745	0.764
chr1	204547201	204549201	ENST00000389655	0.765
chr1	204547201	204549201	ENST00000392188	0.741
chr1	204683201	204685201	ENST00000439954	0.861
chr1	204683201	204685201	ENST00000389655	0.817
chr1	204683201	204685201	ENST00000392188	0.966
chr1	205089601	205091601	ENST00000506161	0.769
chr1	205089601	205091601	ENST00000362806	0.769
chr1	205089601	205091601	ENST00000413716	0.822
chr1	205089601	205091601	ENST00000455307	0.775
chr1	205179201	205181201	ENST00000509898	0.879
chr1	205179201	205181201	ENST00000395190	0.858
chr1	205179201	205181201	ENST00000262707	0.843
chr1	205200201	205202201	ENST00000423146	0.864
chr1	205200201	205202201	ENST00000485215	0.988
chr1	205200201	205202201	ENST00000439191	0.854
chr1	205200201	205202201	ENST00000434808	0.854
chr1	205255801	205257801	ENST00000423146	0.902
chr1	205255801	205257801	ENST00000397394	0.796
chr1	205255801	205257801	ENST00000415665	0.754
chr1	205409201	205411201	ENST00000397394	0.788
chr1	205409201	205411201	ENST00000366926	0.779
chr1	205409201	205411201	ENST00000413170	0.937
chr1	205449201	205451201	ENST00000265028	0.762
chr1	205449201	205451201	ENST00000434081	0.713
chr1	205449201	205451201	ENST00000512786	0.747
chr1	205562001	205564001	ENST00000262707	0.878
chr1	205562001	205564001	ENST00000470989	0.97
chr1	205562001	205564001	ENST00000394252	0.921
chr1	205568401	205570401	ENST00000434081	0.924
chr1	205568401	205570401	ENST00000327757	0.778
chr1	205568401	205570401	ENST00000524481	0.724
chr1	205594801	205596801	ENST00000394252	0.792
chr1	205594801	205596801	ENST00000523434	0.812
chr1	205594801	205596801	ENST00000312019	0.853
chr1	205598801	205600801	ENST00000415665	0.776
chr1	205598801	205600801	ENST00000434081	0.708
chr1	205598801	205600801	ENST00000314113	0.756
chr1	205633801	205635801	ENST00000470989	0.918
chr1	205633801	205635801	ENST00000523434	0.784
chr1	205633801	205635801	ENST00000517023	0.939
chr1	205637201	205639201	ENST00000480543	0.881
chr1	205637201	205639201	ENST00000468545	0.922
chr1	205637201	205639201	ENST00000342895	0.934
chr1	205688401	205690401	ENST00000395814	0.878
chr1	205688401	205690401	ENST00000524481	0.791
chr1	205688401	205690401	ENST00000342895	0.724
chr1	205711801	205713801	ENST00000540144	0.763
chr1	205711801	205713801	ENST00000512786	0.857
chr1	205711801	205713801	ENST00000468545	0.965
chr1	205717001	205719001	ENST00000517023	0.871
chr1	205717001	205719001	ENST00000312019	0.726
chr1	205717001	205719001	ENST00000517462	0.716
chr1	205742801	205744801	ENST00000456921	0.816
chr1	205742801	205744801	ENST00000327757	0.676
chr1	205742801	205744801	ENST00000439336	0.817
chr1	206273801	206275801	ENST00000394478	0.937
chr1	206273801	206275801	ENST00000492855	0.874
chr1	206273801	206275801	ENST00000282587	0.855
chr1	206286801	206288801	ENST00000517627	0.789
chr1	206286801	206288801	ENST00000418434	0.749
chr1	206286801	206288801	ENST00000282587	0.739
chr1	206290201	206292201	ENST00000409300	0.896
chr1	206290201	206292201	ENST00000492855	0.96
chr1	206290201	206292201	ENST00000431776	0.946
chr1	206303001	206305001	ENST00000394478	0.901
chr1	206303001	206305001	ENST00000525357	0.808
chr1	206303001	206305001	ENST00000432254	0.892
chr1	206305001	206307001	ENST00000261644	0.693
chr1	206305001	206307001	ENST00000492855	0.754
chr1	206305001	206307001	ENST00000266544	0.869
chr1	206309001	206311001	ENST00000484669	0.996
chr1	206309001	206311001	ENST00000432254	0.967
chr1	206309001	206311001	ENST00000492855	0.973
chr1	206327401	206329401	ENST00000484669	0.952
chr1	206327401	206329401	ENST00000492855	0.959
chr1	206327401	206329401	ENST00000266544	0.966
chr1	206602801	206604801	ENST00000312019	0.737
chr1	206602801	206604801	ENST00000524481	0.974
chr1	206602801	206604801	ENST00000282587	0.758
chr1	206639001	206641001	ENST00000453336	0.958
chr1	206639001	206641001	ENST00000282587	0.996
chr1	206639001	206641001	ENST00000458959	0.995
chr1	206643801	206645801	ENST00000412301	0.907
chr1	206643801	206645801	ENST00000439988	0.888
chr1	206643801	206645801	ENST00000373779	0.886
chr1	206668801	206670801	ENST00000282587	0.979
chr1	206668801	206670801	ENST00000409303	1
chr1	206668801	206670801	ENST00000392891	0.946
chr1	206676001	206678001	ENST00000466961	0.939
chr1	206676001	206678001	ENST00000509280	0.987
chr1	206676001	206678001	ENST00000533253	0.895
chr1	206730601	206732601	ENST00000452361	0.963
chr1	206730601	206732601	ENST00000463709	0.827
chr1	206730601	206732601	ENST00000431776	0.809
chr1	206732201	206734201	ENST00000539216	0.899
chr1	206732201	206734201	ENST00000439988	0.789
chr1	206732201	206734201	ENST00000431776	0.843
chr1	206736001	206738001	ENST00000509280	0.89
chr1	206736001	206738001	ENST00000539216	0.961
chr1	206736001	206738001	ENST00000495244	0.787
chr1	206748001	206750001	ENST00000452361	0.829
chr1	206748001	206750001	ENST00000439988	0.923
chr1	206748001	206750001	ENST00000495244	0.854
chr1	206752601	206754601	ENST00000452361	0.893
chr1	206752601	206754601	ENST00000446766	0.934
chr1	206752601	206754601	ENST00000495244	0.901
chr1	206782201	206784201	ENST00000446766	0.872
chr1	206782201	206784201	ENST00000392891	0.815
chr1	206782201	206784201	ENST00000470795	0.915
chr1	206784201	206786201	ENST00000484669	0.877
chr1	206784201	206786201	ENST00000282587	0.881
chr1	206784201	206786201	ENST00000463709	0.954
chr1	206809001	206811001	ENST00000509280	0.735
chr1	206809001	206811001	ENST00000446766	0.766
chr1	206809001	206811001	ENST00000437194	0.901
chr1	206845401	206847401	ENST00000398452	0.968
chr1	206845401	206847401	ENST00000533270	0.857
chr1	206845401	206847401	ENST00000475519	0.814
chr1	206853001	206855001	ENST00000524481	0.918
chr1	206853001	206855001	ENST00000533270	0.916
chr1	206853001	206855001	ENST00000529003	0.95
chr1	206854401	206856401	ENST00000524481	0.943
chr1	206854401	206856401	ENST00000392891	0.924
chr1	206854401	206856401	ENST00000365540	0.919
chr1	206859001	206861001	ENST00000509280	0.738
chr1	206859001	206861001	ENST00000437194	0.761
chr1	206859001	206861001	ENST00000443981	0.809
chr1	206876201	206878201	ENST00000282587	0.781
chr1	206876201	206878201	ENST00000533270	0.828
chr1	206876201	206878201	ENST00000431776	0.897
chr1	206880001	206882001	ENST00000282587	0.909
chr1	206880001	206882001	ENST00000373482	0.809
chr1	206880001	206882001	ENST00000450240	0.821
chr1	206889201	206891201	ENST00000512408	0.706
chr1	206889201	206891201	ENST00000507961	0.774
chr1	206889201	206891201	ENST00000470795	0.715
chr1	206891801	206893801	ENST00000524481	0.928
chr1	206891801	206893801	ENST00000392891	0.941
chr1	206891801	206893801	ENST00000506496	0.901
chr1	206898001	206900001	ENST00000509280	0.845
chr1	206898001	206900001	ENST00000437194	0.916
chr1	206898001	206900001	ENST00000340581	0.86
chr1	206911201	206913201	ENST00000453336	0.801
chr1	206911201	206913201	ENST00000545383	0.765
chr1	206911201	206913201	ENST00000490901	0.826
chr1	206914001	206916001	ENST00000458959	0.805
chr1	206914001	206916001	ENST00000490901	0.84
chr1	206914001	206916001	ENST00000392891	0.826
chr1	206943001	206945001	ENST00000398452	0.787
chr1	206943001	206945001	ENST00000529003	0.844
chr1	206943001	206945001	ENST00000545083	0.813
chr1	206957001	206959001	ENST00000517593	0.911
chr1	206957001	206959001	ENST00000507961	0.94
chr1	206957001	206959001	ENST00000365540	0.858
chr1	206965001	206967001	ENST00000506496	0.844
chr1	206965001	206967001	ENST00000470795	0.857
chr1	206965001	206967001	ENST00000536264	0.906
chr1	206975801	206977801	ENST00000539216	0.766
chr1	206975801	206977801	ENST00000431776	0.963
chr1	206975801	206977801	ENST00000495244	0.82
chr1	206987001	206989001	ENST00000517593	0.9
chr1	206987001	206989001	ENST00000340581	0.796
chr1	206987001	206989001	ENST00000470795	0.978
chr1	206989401	206991401	ENST00000517593	0.858
chr1	206989401	206991401	ENST00000431776	0.902
chr1	206989401	206991401	ENST00000373482	0.874
chr1	207002201	207004201	ENST00000439988	0.859
chr1	207002201	207004201	ENST00000529003	0.79
chr1	207002201	207004201	ENST00000507961	0.952
chr1	207005601	207007601	ENST00000484669	0.982
chr1	207005601	207007601	ENST00000492855	0.981
chr1	207005601	207007601	ENST00000266544	0.962
chr1	207079201	207081201	ENST00000463709	0.896
chr1	207079201	207081201	ENST00000431776	0.88
chr1	207079201	207081201	ENST00000450240	0.944
chr1	207093801	207095801	ENST00000463709	0.831
chr1	207093801	207095801	ENST00000485833	0.868
chr1	207093801	207095801	ENST00000545383	0.944
chr1	207097401	207099401	ENST00000355327	0.923
chr1	207097401	207099401	ENST00000490901	0.952
chr1	207097401	207099401	ENST00000492603	0.931
chr1	207103001	207105001	ENST00000435123	0.817
chr1	207103001	207105001	ENST00000530020	0.855
chr1	207103001	207105001	ENST00000536264	0.864
chr1	207124601	207126601	ENST00000530020	0.988
chr1	207124601	207126601	ENST00000545383	0.84
chr1	207124601	207126601	ENST00000450129	0.964
chr1	207127801	207129801	ENST00000517593	0.941
chr1	207127801	207129801	ENST00000431776	0.891
chr1	207127801	207129801	ENST00000490901	0.84
chr1	207139801	207141801	ENST00000373482	0.876
chr1	207139801	207141801	ENST00000450129	0.879
chr1	207139801	207141801	ENST00000490901	0.932
chr1	207222601	207224601	ENST00000522858	0.937
chr1	207222601	207224601	ENST00000443981	0.918
chr1	207222601	207224601	ENST00000429929	0.894
chr1	207242801	207244801	ENST00000430134	0.878
chr1	207242801	207244801	ENST00000529715	0.877
chr1	207242801	207244801	ENST00000331890	0.84
chr1	207494601	207496601	ENST00000439988	0.789
chr1	207494601	207496601	ENST00000485833	0.831
chr1	207494601	207496601	ENST00000490901	0.868
chr1	207506001	207508001	ENST00000463709	0.906
chr1	207506001	207508001	ENST00000391884	0.954
chr1	207506001	207508001	ENST00000530103	0.806
chr1	207509201	207511201	ENST00000391884	0.911
chr1	207509201	207511201	ENST00000506103	0.88
chr1	207509201	207511201	ENST00000475519	0.956
chr1	207585401	207587401	ENST00000431776	0.897
chr1	207585401	207587401	ENST00000530103	0.808
chr1	207585401	207587401	ENST00000536264	0.799
chr1	207587201	207589201	ENST00000498745	0.852
chr1	207587201	207589201	ENST00000506496	0.73
chr1	207587201	207589201	ENST00000365540	0.73
chr1	207596801	207598801	ENST00000495244	0.796
chr1	207596801	207598801	ENST00000392891	0.933
chr1	207596801	207598801	ENST00000358335	0.86
chr1	207602601	207604601	ENST00000431776	0.971
chr1	207602601	207604601	ENST00000506496	0.834
chr1	207602601	207604601	ENST00000365540	0.822
chr1	207617201	207619201	ENST00000431776	0.937
chr1	207617201	207619201	ENST00000545083	0.808
chr1	207617201	207619201	ENST00000506496	0.752
chr1	207617201	207619201	ENST00000365540	0.752
chr1	207627601	207629601	ENST00000539216	0.89
chr1	207627601	207629601	ENST00000450240	0.871
chr1	207627601	207629601	ENST00000331890	0.871
chr1	207925201	207927201	ENST00000358335	0.737
chr1	207925201	207927201	ENST00000481518	0.726
chr1	207925201	207927201	ENST00000416259	0.742
chr1	207971401	207973401	ENST00000475519	0.862
chr1	207971401	207973401	ENST00000478687	0.795
chr1	207971401	207973401	ENST00000510448	0.848
chr1	207995201	207997201	ENST00000507961	0.76
chr1	207995201	207997201	ENST00000545083	0.728
chr1	207995201	207997201	ENST00000536264	0.822
chr1	207997601	207999601	ENST00000392891	0.837
chr1	207997601	207999601	ENST00000536264	0.733
chr1	207997601	207999601	ENST00000503144	0.966
chr1	208004401	208006401	ENST00000545383	0.65
chr1	208004401	208006401	ENST00000545083	0.701
chr1	208004401	208006401	ENST00000392891	0.721
chr1	208034201	208036201	ENST00000492603	0.754
chr1	208034201	208036201	ENST00000470795	0.743
chr1	208034201	208036201	ENST00000510448	0.932
chr1	208036601	208038601	ENST00000533916	0.773
chr1	208036601	208038601	ENST00000510448	0.687
chr1	208036601	208038601	ENST00000460119	0.783
chr1	208040801	208042801	ENST00000498745	0.783
chr1	208040801	208042801	ENST00000416259	0.626
chr1	208040801	208042801	ENST00000487613	0.923
chr1	208045201	208047201	ENST00000533916	0.992
chr1	208045201	208047201	ENST00000455933	0.778
chr1	208045201	208047201	ENST00000295548	0.779
chr1	208055601	208057601	ENST00000533916	0.875
chr1	208055601	208057601	ENST00000510448	0.82
chr1	208055601	208057601	ENST00000460119	0.851
chr1	208360201	208362201	ENST00000530103	0.815
chr1	208360201	208362201	ENST00000470795	0.816
chr1	208360201	208362201	ENST00000510448	0.844
chr1	208776801	208778801	ENST00000247226	0.765
chr1	208776801	208778801	ENST00000496009	0.428
chr1	208776801	208778801	ENST00000418245	0.353
chr1	209161201	209163201	ENST00000366991	0.574
chr1	209161201	209163201	ENST00000532198	0.367
chr1	209161201	209163201	ENST00000484503	0.344
chr1	209236201	209238201	ENST00000487535	0.653
chr1	209236201	209238201	ENST00000366991	0.656
chr1	209236201	209238201	ENST00000532198	0.907
chr1	209259201	209261201	ENST00000372926	0.502
chr1	209259201	209261201	ENST00000480138	0.629
chr1	209259201	209261201	ENST00000325233	0.483
chr1	209275801	209277801	ENST00000418245	0.702
chr1	209275801	209277801	ENST00000505084	0.669
chr1	209275801	209277801	ENST00000387382	0.743
chr1	209280001	209282001	ENST00000366991	0.649
chr1	209280001	209282001	ENST00000532198	0.892
chr1	209280001	209282001	ENST00000477095	0.766
chr1	209282001	209284001	ENST00000532198	0.674
chr1	209282001	209284001	ENST00000418245	0.64
chr1	209282001	209284001	ENST00000387382	0.736
chr1	209924601	209926601	ENST00000484503	0.99
chr1	209924601	209926601	ENST00000463389	0.938
chr1	209924601	209926601	ENST00000491736	0.934
chr1	209929201	209931201	ENST00000484503	0.756
chr1	209929201	209931201	ENST00000491736	0.943
chr1	209929201	209931201	ENST00000496800	0.811
chr1	209941201	209943201	ENST00000465507	0.672
chr1	209941201	209943201	ENST00000484503	0.784
chr1	209941201	209943201	ENST00000496800	0.764
chr1	209947201	209949201	ENST00000463389	0.976
chr1	209947201	209949201	ENST00000517093	0.753
chr1	209947201	209949201	ENST00000415995	0.83
chr1	209956401	209958401	ENST00000463389	0.694
chr1	209956401	209958401	ENST00000517093	0.763
chr1	209956401	209958401	ENST00000354161	0.795
chr1	210001001	210003001	ENST00000463389	0.852
chr1	210001001	210003001	ENST00000496800	0.896
chr1	210001001	210003001	ENST00000422673	0.936
chr1	210505201	210507201	ENST00000518444	0.993
chr1	210505201	210507201	ENST00000430124	0.983
chr1	210505201	210507201	ENST00000367514	0.983
chr1	210505201	210507201	ENST00000396160	0.997
chr1	210515801	210517801	ENST00000359318	0.918
chr1	210515801	210517801	ENST00000441984	0.879
chr1	210515801	210517801	ENST00000460703	0.912
chr1	210857601	210859601	ENST00000505084	0.347
chr1	210857601	210859601	ENST00000472440	0.415
chr1	210857601	210859601	ENST00000493733	0.48
chr1	210869401	210871401	ENST00000441984	0.515
chr1	210869401	210871401	ENST00000518444	0.802
chr1	210869401	210871401	ENST00000460703	0.904
chr1	211433201	211435201	ENST00000508045	0.627
chr1	211433201	211435201	ENST00000515890	0.679
chr1	211433201	211435201	ENST00000493733	0.658
chr1	211500201	211502201	ENST00000508045	0.814
chr1	211500201	211502201	ENST00000474233	0.71
chr1	211500201	211502201	ENST00000356286	0.683
chr1	211508401	211510401	ENST00000406948	0.821
chr1	211508401	211510401	ENST00000422660	0.653
chr1	211508401	211510401	ENST00000403268	0.824
chr1	211555601	211557601	ENST00000528580	0.778
chr1	211555601	211557601	ENST00000406948	0.656
chr1	211555601	211557601	ENST00000537172	0.68
chr1	211690801	211692801	ENST00000462810	0.735
chr1	211690801	211692801	ENST00000536944	0.86
chr1	211690801	211692801	ENST00000468672	0.783
chr1	211700001	211702001	ENST00000441084	0.804
chr1	211700001	211702001	ENST00000508045	0.696
chr1	211700001	211702001	ENST00000462810	0.771
chr1	211739201	211741201	ENST00000493733	0.855
chr1	211739201	211741201	ENST00000535509	0.884
chr1	211739201	211741201	ENST00000453833	0.674
chr1	211745001	211747001	ENST00000356286	0.985
chr1	211745001	211747001	ENST00000468672	0.857
chr1	211745001	211747001	ENST00000376629	0.882
chr1	211749601	211751601	ENST00000468672	0.899
chr1	211749601	211751601	ENST00000486063	0.764
chr1	211749601	211751601	ENST00000396761	0.696
chr1	211754401	211756401	ENST00000356286	0.985
chr1	211754401	211756401	ENST00000504838	0.72
chr1	211754401	211756401	ENST00000462902	0.706
chr1	211778801	211780801	ENST00000356286	0.737
chr1	211778801	211780801	ENST00000389232	0.719
chr1	211778801	211780801	ENST00000535509	0.675
chr1	211847401	211849401	ENST00000411647	0.986
chr1	211847401	211849401	ENST00000446372	0.834
chr1	211847401	211849401	ENST00000396761	0.846
chr1	211853401	211855401	ENST00000513990	0.977
chr1	211853401	211855401	ENST00000453833	1
chr1	211853401	211855401	ENST00000488427	0.998
chr1	211867601	211869601	ENST00000453833	0.903
chr1	211867601	211869601	ENST00000472546	0.956
chr1	211867601	211869601	ENST00000411647	0.869
chr1	211869401	211871401	ENST00000535509	0.791
chr1	211869401	211871401	ENST00000513990	0.72
chr1	211869401	211871401	ENST00000488427	0.959
chr1	211912201	211914201	ENST00000437597	0.946
chr1	211912201	211914201	ENST00000524011	0.799
chr1	211912201	211914201	ENST00000539362	0.677
chr1	212002001	212004001	ENST00000486593	0.73
chr1	212002001	212004001	ENST00000425267	0.887
chr1	212002001	212004001	ENST00000524011	0.663
chr1	212006401	212008401	ENST00000411647	0.502
chr1	212006401	212008401	ENST00000462902	0.746
chr1	212006401	212008401	ENST00000446372	0.572
chr1	212107201	212109201	ENST00000465522	0.714
chr1	212107201	212109201	ENST00000422660	0.669
chr1	212107201	212109201	ENST00000486063	0.818
chr1	212111201	212113201	ENST00000425199	0.71
chr1	212111201	212113201	ENST00000376629	0.834
chr1	212111201	212113201	ENST00000475205	0.742
chr1	212158201	212160201	ENST00000462902	0.685
chr1	212158201	212160201	ENST00000465522	0.722
chr1	212158201	212160201	ENST00000543808	0.697
chr1	212203801	212205801	ENST00000446372	0.967
chr1	212203801	212205801	ENST00000486063	0.99
chr1	212203801	212205801	ENST00000543808	0.982
chr1	212213001	212215001	ENST00000391113	0.995
chr1	212213001	212215001	ENST00000486063	0.867
chr1	212213001	212215001	ENST00000543808	0.89
chr1	212331601	212333601	ENST00000486593	0.858
chr1	212331601	212333601	ENST00000535326	0.916
chr1	212331601	212333601	ENST00000309234	0.776
chr1	212335601	212337601	ENST00000465522	0.887
chr1	212335601	212337601	ENST00000535326	0.921
chr1	212335601	212337601	ENST00000403268	0.927
chr1	212359201	212361201	ENST00000535326	0.916
chr1	212359201	212361201	ENST00000403268	0.768
chr1	212359201	212361201	ENST00000233072	0.815
chr1	212391401	212393401	ENST00000391113	0.844
chr1	212391401	212393401	ENST00000486063	0.833
chr1	212391401	212393401	ENST00000356545	0.927
chr1	212428401	212430401	ENST00000422660	0.801
chr1	212428401	212430401	ENST00000403268	0.963
chr1	212428401	212430401	ENST00000309234	0.769
chr1	212459001	212461001	ENST00000356545	0.788
chr1	212459001	212461001	ENST00000376629	0.848
chr1	212459001	212461001	ENST00000450534	0.751
chr1	212462201	212464201	ENST00000356545	0.623
chr1	212462201	212464201	ENST00000403268	0.742
chr1	212462201	212464201	ENST00000376629	0.984
chr1	212464401	212466401	ENST00000403268	0.958
chr1	212464401	212466401	ENST00000376629	0.698
chr1	212464401	212466401	ENST00000447891	0.703
chr1	212585801	212587801	ENST00000524011	0.809
chr1	212585801	212587801	ENST00000511831	0.881
chr1	212585801	212587801	ENST00000452292	0.697
chr1	212606201	212608201	ENST00000355995	0.771
chr1	212606201	212608201	ENST00000329434	0.863
chr1	212606201	212608201	ENST00000233072	0.834
chr1	212731401	212733401	ENST00000511831	0.886
chr1	212731401	212733401	ENST00000309234	0.876
chr1	212731401	212733401	ENST00000473219	0.912
chr1	212739001	212741001	ENST00000524011	0.779
chr1	212739001	212741001	ENST00000520770	0.945
chr1	212739001	212741001	ENST00000473219	0.788
chr1	212759401	212761401	ENST00000524011	0.728
chr1	212759401	212761401	ENST00000473938	0.731
chr1	212759401	212761401	ENST00000260983	0.762
chr1	212768801	212770801	ENST00000309234	0.833
chr1	212768801	212770801	ENST00000465484	0.78
chr1	212768801	212770801	ENST00000315377	0.782
chr1	212782801	212784801	ENST00000368079	0.804
chr1	212782801	212784801	ENST00000473219	0.989
chr1	212782801	212784801	ENST00000465484	0.906
chr1	212808201	212810201	ENST00000430128	0.879
chr1	212808201	212810201	ENST00000433223	0.805
chr1	212808201	212810201	ENST00000469894	0.826
chr1	212844001	212846001	ENST00000433223	0.693
chr1	212844001	212846001	ENST00000433498	0.768
chr1	212844001	212846001	ENST00000469894	0.766
chr1	212851401	212853401	ENST00000433223	0.92
chr1	212851401	212853401	ENST00000539362	0.935
chr1	212851401	212853401	ENST00000475205	0.872
chr1	212855001	212857001	ENST00000329434	0.819
chr1	212855001	212857001	ENST00000469894	0.838
chr1	212855001	212857001	ENST00000510500	0.841
chr1	212870801	212872801	ENST00000414693	0.759
chr1	212870801	212872801	ENST00000539362	0.755
chr1	212870801	212872801	ENST00000469894	0.767
chr1	212922401	212924401	ENST00000473219	0.707
chr1	212922401	212924401	ENST00000539362	0.636
chr1	212922401	212924401	ENST00000475205	0.833
chr1	212926201	212928201	ENST00000511831	0.829
chr1	212926201	212928201	ENST00000452292	0.96
chr1	212926201	212928201	ENST00000475205	0.845
chr1	212967001	212969001	ENST00000360472	0.857
chr1	212967001	212969001	ENST00000370112	0.88
chr1	212967001	212969001	ENST00000421996	0.887
chr1	212992801	212994801	ENST00000511831	0.974
chr1	212992801	212994801	ENST00000475205	0.878
chr1	212992801	212994801	ENST00000260983	0.911
chr1	213033601	213035601	ENST00000370112	0.822
chr1	213033601	213035601	ENST00000471917	0.856
chr1	213033601	213035601	ENST00000469894	0.905
chr1	213045601	213047601	ENST00000539362	0.836
chr1	213045601	213047601	ENST00000260983	0.822
chr1	213045601	213047601	ENST00000469894	0.873
chr1	213093001	213095001	ENST00000475205	0.756
chr1	213093001	213095001	ENST00000471917	0.766
chr1	213093001	213095001	ENST00000510500	0.764
chr1	213101201	213103201	ENST00000493166	0.751
chr1	213101201	213103201	ENST00000530299	0.905
chr1	213101201	213103201	ENST00000261693	0.9
chr1	213119201	213121201	ENST00000530299	0.997
chr1	213119201	213121201	ENST00000510500	0.918
chr1	213119201	213121201	ENST00000392465	0.995
chr1	213125001	213127001	ENST00000530299	0.758
chr1	213125001	213127001	ENST00000510500	0.759
